,Field_3,Field_4,Field_10,Field_12,Field_13,Field_19,Field_20,Field_21,Field_22,Field_23,Field_27,Field_28,Field_29,namSinh,gioiTinh,Field_36,Field_38,Field_39,Field_41,Field_42,Field_47,Field_50,Field_51,Field_53,Field_54,Field_55,Field_58,Field_59,Field_60,Field_62,Field_63,Field_64,Field_65,Field_66,Field_67,Field_69,Field_70,Field_71,Field_72,Field_73,Field_74,Field_75,Field_76,Field_77
75,2.0,GH,2.0,G8,1.0,0.0,690000.0,4.5,1.0,33.0,0.0,0.0,12.0,0.0,FEMALE,TN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,3.0,3.0,I,2.0,4.0,Vùng 3,G,436559.0,0.0,0.35,0.385,0.11,1.0,-20.0,3.0,0.0,1.0
76,2.0,GH,1.0,G8,1.0,0.0,4300000.0,4.5,1.0,24.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,0.0,Zezo,1.0,1.0,0.0,VN,TI,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,D,323356.0,0.71,0.12,0.69,-0.69,1.0,355.0,1.0,1.0,1.0
77,1.0,GH,1.0,G8,1.0,0.0,4472600.0,4.5,1.0,11.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,TK,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,C,1094574.0,0.0,0.6,0.3,0.6,1.0,2527.0,3.0,0.0,3.0
78,2.0,T1,1.0,G8,1.0,0.0,4510000.0,4.5,1.0,11.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,I,202663.0,0.0,0.62,0.31,0.62,1.0,2552.0,10.0,3.0,10.0
79,1.0,GH,1.0,G8,1.0,0.0,11558600.0,4.5,1.0,6.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,D,209787.0,0.75,0.97,0.86,0.22,1.0,2901.0,11.0,2.0,10.0
80,2.0,T1,1.0,G8,1.0,0.0,3970000.0,4.5,1.0,1.0,0.0,0.0,3.0,0.0,FEMALE,TN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,HI,4.0,35.0,34.0,I,3.0,1.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",C,247874.0,0.0,0.41,0.24,0.28,1.0,2543.0,4.0,2.0,2.0
81,1.0,GH,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,36.0,0.0,0.0,0.0,1.0,FEMALE,CN,0.0,1.0,1.0,1.0,Two,1.0,1.0,0.0,VN,AC,4.0,51.0,74.0,IV,5.0,7.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",D,254919.0,0.0,0.08,0.04,0.08,1.0,2899.0,6.0,2.0,5.0
82,2.0,T1,1.0,G8,1.0,0.0,834000.0,4.5,1.0,13.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,0.0,Two,1.0,1.0,0.0,VN,BI,0.0,5.0,2.0,I,2.0,1.0,Vùng 1,D,679487.0,0.0,0.01,0.315,0.0,1.0,1065.0,1.0,1.0,3.0
83,1.0,GH,1.0,G8,1.0,0.0,4473000.0,4.5,1.0,13.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TO,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,D,753238.0,0.38,0.6,0.49,0.22,1.0,1458.0,3.0,0.0,3.0
84,2.0,GH,1.0,G8,1.0,0.0,4480000.0,4.5,1.0,8.0,1150000.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TT,0.0,5.0,31.0,I,2.0,3.0,Vùng 1,B,703883.0,0.04,0.12,0.035,0.52,1.0,-30.0,4.0,0.0,4.0
85,1.0,T1,1.0,G8,1.0,0.0,5000000.0,4.5,1.0,0.0,2600000.0,0.0,0.0,0.0,MALE,DN,0.0,0.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,4.0,31.0,I,0.0,1.0,Vùng 3,D,75784.0,0.13,0.89,0.17,0.1,1.0,-18.0,2.0,0.0,5.0
86,2.0,T1,1.0,G8,1.0,0.0,4705000.0,4.5,1.0,91.0,0.0,0.0,24.0,0.0,FEMALE,TN,0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TF,5.0,35.0,2.0,V,4.0,3.0,Vùng 1,C,1188188.0,0.62,0.71,0.04,0.31,1.0,1805.0,4.0,1.0,4.0
87,2.0,T1,1.0,G8,1.0,0.0,1490000.0,4.5,1.0,6.0,0.0,0.0,0.0,0.0,MALE,DN,0,0.0,1.0,0.0,Zezo,1.0,1.0,0.0,VN,YN,5.0,33.0,3.0,III,3.0,7.0,Vùng 4,F,187397.0,0.99,0.6,0.4,-0.09,1.0,711.0,3.0,0.0,2.0
88,2.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,12.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,0.0,3.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",D,413692.0,0.59,0.08,0.335,-0.51,1.0,724.0,5.0,1.0,4.0
89,2.0,T1,1.0,G8,1.0,0.0,834000.0,4.5,1.0,27.0,0.0,0.0,0.0,0.0,FEMALE,GD,0.0,1.0,1.0,0.0,One,1.0,1.0,0.0,VN,BI,0.0,4.0,2.0,I,4.0,1.0,Vùng 1,C,219203.0,0.0,0.74,0.275,0.1,1.0,2181.0,5.0,5.0,2.0
90,2.0,GH,1.0,G8,1.0,0.0,4460000.0,4.5,1.0,8.0,0.0,0.0,7.0,0.0,FEMALE,TK,0.0,0.0,1.0,0.0,One,1.0,1.0,0.0,VN,T5,5.0,4.0,1.0,I,0.0,1.0,Vùng 2,D,204159.0,0.53,0.03,0.035,0.45,1.0,1085.0,7.0,0.0,4.0
91,2.0,GH,1.0,G8,1.0,0.0,4473000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,5.0,5.0,2.0,I,2.0,1.0,Vùng 2,E,805906.0,0.04,0.08,0.215,-0.34,1.0,714.0,4.0,1.0,3.0
92,2.0,GH,1.0,G8,1.0,0.0,1490000.0,4.5,1.0,6.0,0.0,0.0,0.0,0.0,FEMALE,DN,0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,3.0,I,2.0,1.0,Vùng 2,G,145096.0,0.57,0.0,0.23,0.36,1.0,701.0,3.0,1.0,1.0
93,1.0,GH,1.0,G8,1.0,0.0,1490000.0,4.5,1.0,8.0,0.0,0.0,6.0,0.0,FEMALE,DN,0.0,1.0,0.0,1.0,Two,1.0,1.0,0.0,VN,TM,2.0,33.0,3.0,I,2.0,3.0,Vùng 1,G,221322.0,0.74,0.77,0.155,-0.01,1.0,5818.0,3.0,2.0,6.0
94,1.0,T1,1.0,G8,1.0,0.0,4500000.0,4.5,1.0,37.0,3482850.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,0.0,One,1.0,1.0,0.0,VN,BI,0.0,33.0,2.0,I,5.0,1.0,Vùng 1,D,164721.0,0.0,0.84,0.0,0.39,1.0,1443.0,3.0,0.0,3.0
95,2.0,T1,1.0,G8,1.0,0.0,3150000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,D,646995.0,0.67,0.31,-0.345,1.31,1.0,702.0,4.0,1.0,4.0
96,2.0,T1,1.0,G8,1.0,0.0,1210000.0,4.5,1.0,0.0,1210000.0,54450.0,13.0,0.0,MALE,GD,0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,2.0,1.0,Vùng 1,B,205135.0,0.0,0.08,0.04,0.08,1.0,2542.0,4.0,1.0,4.0
97,2.0,T1,1.0,G8,1.0,0.0,1490000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,2.0,1.0,Vùng 1,D,1194482.0,0.6,0.12,0.36,-0.48,1.0,1797.0,4.0,0.0,4.0
98,1.0,GH,1.0,G8,1.0,0.0,4179000.0,4.5,1.0,6.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,TF,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,E,496515.0,0.06,0.48,0.27,0.42,1.0,2529.0,1.0,0.0,1.0
99,2.0,T1,1.0,G8,1.0,0.0,910000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,FEMALE,GD,0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,0.0,2.0,Vùng 1,G,659418.0,0.25,0.03,0.14,-0.22,1.0,3264.0,4.0,0.0,2.0
100,1.0,GH,2.0,G8,1.0,0.0,973000.0,4.5,1.0,45.0,0.0,0.0,12.0,0.0,FEMALE,DN,0,1.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,3.0,I,3.0,1.0,Vùng 2,D,789207.0,0.0,0.39,0.71,-0.29,1.0,1438.0,4.0,4.0,7.0
101,2.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,12.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,2.0,1.0,Vùng 1,F,904125.0,0.59,0.08,0.335,-0.51,1.0,334.0,3.0,0.0,3.0
102,2.0,T1,1.0,G8,1.0,3.0,4560000.0,4.5,1.0,14.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,KP,BI,5.0,35.0,2.0,I,4.0,3.0,Vùng 1,E,560391.0,0.5,0.85,0.555,0.08,1.0,3648.0,8.0,0.0,2.0
103,2.0,GH,2.0,G8,1.0,0.0,4258600.0,4.5,1.0,0.0,1150000.0,0.0,0.0,0.0,MALE,DN,0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,BI,0.0,5.0,2.0,I,3.0,2.0,Vùng 4,G,725491.0,0.82,0.01,0.14,0.08,1.0,342.0,11.0,0.0,5.0
104,1.0,T1,1.0,G8,1.0,0.0,3780000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,6.0,4.0,I,4.0,1.0,Vùng 1,E,472226.0,0.22,0.33,0.68,0.3,1.0,351.0,4.0,0.0,4.0
105,2.0,T1,1.0,G8,1.0,1.0,1490000.0,4.5,1.0,18.0,0.0,0.0,6.0,1.0,FEMALE,DK,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,AP,0.0,83.0,80.0,III,8.0,4.0,Vùng 4,E,254199.0,0.0,0.12,0.06,0.12,1.0,1430.0,3.0,0.0,3.0
106,1.0,GH,1.0,G8,1.0,0.0,4368000.0,4.5,1.0,18.0,0.0,0.0,0.0,1.0,FEMALE,NN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YV,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,G,851609.0,0.08,0.52,0.3,0.44,1.0,3261.0,4.0,2.0,4.0
107,1.0,GH,1.0,G8,1.0,0.0,4258600.0,4.5,1.0,30.0,0.0,0.0,3.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,5.0,7.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",E,498940.0,0.0,0.49,0.245,0.49,1.0,3650.0,1.0,0.0,0.0
108,2.0,GH,1.0,G8,1.0,0.0,4500000.0,4.5,1.0,11.0,0.0,0.0,10.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,BI,0.0,5.0,3.0,I,2.0,2.0,Vùng 3,B,212681.0,0.08,0.85,0.31,0.33,1.0,2897.0,10.0,1.0,2.0
109,1.0,GH,1.0,G8,1.0,0.0,5800000.0,4.5,1.0,8.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,5.0,7.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",D,92247.0,0.0,0.86,0.43,0.86,1.0,1818.0,3.0,1.0,2.0
110,1.0,GH,1.0,G8,1.0,0.0,4413000.0,4.5,1.0,38.0,0.0,0.0,6.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TI,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,C,213705.0,0.28,0.6,0.44,0.32,1.0,3625.0,6.0,1.0,6.0
111,1.0,GH,1.0,G8,1.0,0.0,5453400.0,4.5,1.0,1.0,3320000.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,3.0,V,2.0,3.0,Vùng 3,F,162206.0,0.48,0.8,0.24,-0.09,1.0,347.0,2.0,0.0,0.0
112,2.0,T1,1.0,G8,1.0,0.0,1490000.0,4.5,1.0,18.0,0.0,168525.0,3.0,0.0,FEMALE,DN,0.0,1.0,0.0,1.0,Four,1.0,1.0,0.0,VN,TH,0.0,4.0,31.0,V,0.0,7.0,Vùng 1,D,323960.0,0.0,0.71,0.395,0.39,1.0,1085.0,5.0,0.0,4.0
113,2.0,T1,1.0,G8,1.0,0.0,3760000.0,4.5,1.0,9.0,0.0,0.0,9.0,0.0,MALE,DN,0.0,1.0,0.0,0.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,G,250472.0,0.0,0.39,0.195,0.39,1.0,1084.0,4.0,0.0,4.0
114,1.0,GH,1.0,G8,1.0,0.0,5949570.0,4.5,1.0,1.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,HB,0.0,33.0,3.0,I,8.0,1.0,Vùng 2,C,84719.0,0.32,0.08,0.245,0.34,1.0,363.0,4.0,0.0,1.0
115,2.0,T1,1.0,G3,1.0,0.0,1390000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,2.0,1.0,Vùng 1,F,904125.0,0.59,0.08,0.335,-0.51,1.0,1080.0,1.0,0.0,1.0
116,2.0,T1,1.0,G8,1.0,0.0,2340000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,FEMALE,TN,0.0,1.0,1.0,0.0,Two,1.0,1.0,0.0,VN,T9,0.0,5.0,3.0,V,4.0,4.0,Vùng 2,D,804648.0,0.0,0.69,0.6,-0.08,1.0,362.0,2.0,0.0,4.0
117,1.0,T1,1.0,G8,1.0,0.0,4943000.0,4.5,1.0,27.0,0.0,0.0,6.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BD,0.0,33.0,3.0,V,8.0,7.0,Vùng 1,C,975341.0,0.01,0.32,0.535,-0.18,1.0,364.0,4.0,0.0,4.0
118,2.0,T1,1.0,G8,1.0,0.0,5265400.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,F,202715.0,0.26,0.81,0.535,0.55,1.0,1799.0,4.0,0.0,6.0
119,2.0,T1,1.0,G8,1.0,0.0,5160229.0,4.5,1.0,0.0,0.0,0.0,12.0,1.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,AQ,0.0,4.0,3.0,V,4.0,1.0,Vùng 2,H,1020382.0,0.22,0.89,0.555,0.44,1.0,1797.0,8.0,0.0,2.0
120,2.0,T1,1.0,G8,1.0,1.86,2771400.0,4.5,1.0,10.0,0.0,0.0,0.0,0.0,FEMALE,HC,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,HZ,0.0,6.0,4.0,I,3.0,2.0,Vùng 2,D,429295.0,0.01,0.29,0.15,0.28,1.0,4013.0,6.0,0.0,2.0
121,1.0,GH,1.0,G8,1.0,0.0,1300000.0,4.5,1.0,7.0,0.0,0.0,6.0,0.0,MALE,DN,0.0,1.0,1.0,0.0,One,1.0,1.0,0.0,VN,QW,0.0,33.0,29.0,V,4.0,2.0,Vùng 4,E,553677.0,0.0,0.88,0.13,0.04,1.0,1092.0,12.0,1.0,1.0
122,1.0,GH,1.0,G8,1.0,0.0,4480000.0,4.5,1.0,14.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,0.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TA,5.0,5.0,2.0,V,4.0,4.0,Vùng 1,F,583518.0,0.0,0.48,0.79,0.05,1.0,3267.0,4.0,2.0,4.0
123,1.0,GH,1.0,G8,1.0,0.0,1490000.0,4.5,1.0,1.0,0.0,0.0,12.0,0.0,MALE,TN,0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TA,0.0,31.0,4.0,V,3.0,1.0,Vùng 1,C,776953.0,0.95,0.44,0.165,-0.27,1.0,1077.0,7.0,1.0,3.0
124,2.0,T1,1.0,G8,1.0,0.0,3471615.0,4.5,1.0,24.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BO,0.0,6.0,2.0,I,3.0,1.0,Vùng 1,D,472609.0,1.0,0.77,0.31,0.49,1.0,346.0,1.0,0.0,1.0
125,2.0,T1,1.0,G8,1.0,0.0,4500000.0,4.5,1.0,12.0,0.0,0.0,12.0,0.0,FEMALE,HC,0.0,1.0,1.0,1.0,Three,1.0,1.0,0.0,VN,BI,0.0,4.0,33.0,V,2.0,7.0,Vùng 1,D,274335.0,0.32,0.28,0.72,0.34,1.0,723.0,5.0,0.0,1.0
126,2.0,GH,1.0,G8,1.0,0.0,3800000.0,4.5,1.0,164.0,0.0,0.0,6.0,0.0,FEMALE,GD,0,0.0,1.0,1.0,Two,1.0,1.0,0.0,VN,TF,0.0,33.0,4.0,I,2.0,3.0,Vùng 1,G,434885.0,0.06,0.08,0.045,0.22,1.0,707.0,5.0,0.0,4.0
127,1.0,GH,1.0,G8,1.0,0.0,3970000.0,4.5,1.0,1.0,2300000.0,0.0,12.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,TH,YN,0.0,4.0,33.0,I,2.0,4.0,Vùng 1,D,689023.0,0.0,0.03,0.06,0.62,1.0,726.0,9.0,3.0,1.0
128,2.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,0.0,0.0,0.0,6.0,0.0,FEMALE,GD,0.0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,3.0,2.0,Vùng 2,E,214350.0,0.59,0.08,0.335,-0.51,1.0,3259.0,3.0,2.0,3.0
129,1.0,T1,1.0,G8,1.0,0.0,4472600.0,4.5,1.0,13.0,0.0,0.0,9.0,0.0,FEMALE,CH,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TW,0.0,4.0,4.0,I,4.0,3.0,Vùng 1,B,484666.0,0.09,0.91,0.505,0.39,1.0,3623.0,1.0,1.0,5.0
130,1.0,GH,1.0,G8,1.0,0.0,4260000.0,4.5,1.0,53.0,0.0,0.0,6.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,F,651163.0,0.0,0.49,0.245,0.49,1.0,339.0,4.0,1.0,2.0
131,2.0,GH,1.0,G8,1.0,0.0,3880000.0,4.5,1.0,3.0,0.0,0.0,6.0,0.0,MALE,DN,0.0,0.0,0.0,0.0,Four,1.0,1.0,0.0,VN,BI,5.0,3.0,2.0,III,8.0,2.0,Vùng 2,I,493050.0,0.31,0.62,0.34,0.2,1.0,719.0,3.0,0.0,3.0
132,1.0,GH,1.0,G8,1.0,0.0,4480000.0,4.5,1.0,17.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,G,498815.0,0.55,0.6,0.575,0.05,1.0,3286.0,10.0,4.0,9.0
133,2.0,T1,1.0,G8,1.0,0.0,2728200.0,4.5,1.0,33.0,0.0,0.0,3.0,1.0,MALE,TN,0.0,0.0,0.0,0.0,Four,1.0,1.0,0.0,VN,BO,2.0,35.0,33.0,II,4.0,3.0,Vùng 3,F,412493.0,0.78,0.29,0.535,-0.49,1.0,1816.0,1.0,0.0,1.0
134,1.0,T1,1.0,G8,1.0,0.0,3118800.0,4.5,1.0,76.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,0.0,Zezo,1.0,1.0,0.0,VN,TC,0.0,4.0,3.0,I,2.0,3.0,Vùng 4,I,1140210.0,0.0,0.69,0.235,0.82,1.0,1445.0,5.0,2.0,4.0
135,1.0,T1,1.0,G8,1.0,0.0,2573800.0,4.5,1.0,0.0,0.0,0.0,24.0,0.0,MALE,DN,0.0,1.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,TA,0.0,35.0,3.0,I,2.0,4.0,Vùng 4,C,328165.0,0.0,0.3,0.8,-0.19,1.0,717.0,4.0,0.0,6.0
136,2.0,T1,1.0,G8,1.0,0.0,1490000.0,4.5,1.0,24.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,4.0,3.0,Vùng 3,D,443224.0,0.99,0.12,0.555,-0.87,1.0,1091.0,2.0,0.0,1.0
137,2.0,T1,1.0,G8,1.0,0.0,834000.0,4.5,1.0,48.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,2.0,1.0,Vùng 1,F,487574.0,0.06,0.01,0.035,-0.05,1.0,2908.0,5.0,1.0,3.0
138,2.0,T1,1.0,G8,1.0,0.0,2517000.0,4.5,1.0,0.0,2517000.0,113265.0,2.0,1.0,MALE,DN,0.0,0.0,0.0,0.0,Four,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,B,472878.0,0.0,0.28,0.14,0.28,1.0,2164.0,2.0,0.0,4.0
139,2.0,T1,2.0,G8,1.0,0.0,4260000.0,4.5,1.0,57.0,0.0,0.0,12.0,0.0,MALE,HC,0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,BI,2.0,5.0,1.0,I,3.0,1.0,Vùng 1,E,443646.0,0.02,0.27,0.215,0.33,1.0,2174.0,1.0,0.0,0.0
140,2.0,T1,1.0,G8,1.0,0.0,4500000.0,4.5,1.0,83.0,0.0,0.0,3.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,G,642683.0,0.23,0.62,0.425,0.39,1.0,2174.0,4.0,1.0,4.0
141,2.0,GH,1.0,G8,1.0,0.0,4258600.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,FEMALE,DN,0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,2.0,5.0,29.0,I,4.0,1.0,Vùng 3,E,986734.0,0.0,0.08,-0.44,0.44,1.0,1075.0,6.0,1.0,1.0
142,2.0,T1,1.0,G8,1.0,0.0,8073000.0,4.5,1.0,112.0,0.0,0.0,3.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,I,202350.0,0.7,0.93,0.815,0.23,1.0,2911.0,5.0,0.0,5.0
143,2.0,T1,2.0,G8,1.0,0.0,1210000.0,4.5,1.0,9.0,0.0,0.0,12.0,0.0,FEMALE,GD,0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,2.0,1.0,Vùng 1,G,213061.0,0.19,0.08,0.135,-0.11,1.0,3275.0,3.0,0.0,3.0
144,2.0,T1,1.0,G8,1.0,0.0,1210000.0,4.5,1.0,0.0,1210000.0,54450.0,12.0,1.0,MALE,GD,0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,4.0,3.0,Vùng 3,D,443225.0,0.51,0.08,0.295,-0.43,1.0,345.0,2.0,0.0,2.0
145,2.0,T1,1.0,G8,1.0,0.0,4258600.0,4.5,1.0,35.0,3000000.0,0.0,3.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TU,0.0,6.0,3.0,I,2.0,1.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",G,623910.0,0.28,0.0,0.465,1.49,1.0,-16.0,1.0,0.0,1.0
146,1.0,GH,1.0,G8,1.0,0.0,1490000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,5.0,31.0,V,2.0,1.0,Vùng 1,E,376934.0,0.99,0.35,0.61,-0.88,1.0,1452.0,4.0,0.0,4.0
147,2.0,T1,1.0,G8,1.0,0.0,3839000.0,4.5,1.0,12.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,4.0,3.0,Vùng 3,F,1008572.0,0.51,0.41,0.46,-0.1,1.0,711.0,5.0,1.0,5.0
148,2.0,T1,2.0,G8,1.0,0.0,4480000.0,4.5,1.0,2.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TI,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,F,1035858.0,0.48,0.6,0.54,0.12,1.0,1072.0,6.0,0.0,6.0
149,1.0,GH,1.0,G8,1.0,0.0,4027100.0,4.5,1.0,5.0,0.0,0.0,0.0,1.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,H,646653.0,0.33,0.44,0.385,0.11,1.0,1066.0,1.0,0.0,1.0
150,2.0,GH,1.0,G8,1.0,0.0,3978300.0,4.5,1.0,21.0,2257500.0,0.0,0.0,1.0,FEMALE,DN,0.0,0.0,1.0,1.0,One,1.0,1.0,0.0,VN,TC,5.0,4.0,3.0,V,3.0,2.0,"DN đầu tư NN (Vùng 3 có ĐT) {17, 18, 24, 26->28}",D,587083.0,0.17,0.29,0.22,0.95,1.0,2529.0,10.0,3.0,2.0
